Playlist,Channel Number,Total Channels in Playlist,Channel Status,Group Name,Channel Name,Channel ID,Codec,Bit Rate (kbps),Resolution,Frame Rate,Audio,Error Reason
playlist.m3u,1426,12381,Dead,LALAJO / CGATES,CNN International,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1444,12381,Dead,LALAJO / CGATES,~GO3 Sport 2,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1429,12381,Dead,LALAJO / CGATES,Discovery ID,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1438,12381,Dead,LALAJO / CGATES,MTV 00s,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1440,12381,Dead,LALAJO / CGATES,Nat Geo Wild,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1441,12381,Dead,LALAJO / CGATES,Animal Planet,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1442,12381,Dead,LALAJO / CGATES,Viasat Kino Action,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1435,12381,Dead,LALAJO / CGATES,FX Life,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1427,12381,Dead,LALAJO / CGATES,AMC,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1443,12381,Dead,LALAJO / CGATES,Viasat Kino Comedy,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1428,12381,Dead,LALAJO / CGATES,Discovery,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1431,12381,Dead,LALAJO / CGATES,Cartoon Network,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1434,12381,Dead,LALAJO / CGATES,FAST AND FUN BOX,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1432,12381,Dead,LALAJO / CGATES,Nicktoons,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1430,12381,Dead,LALAJO / CGATES,Baby TV,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1439,12381,Dead,LALAJO / CGATES,National Geographic,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1446,12381,Dead,LALAJO / CGATES,SETANTA SPORT 1,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1447,12381,Dead,LALAJO / CGATES,Eurosport 1,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1448,12381,Dead,LALAJO / CGATES,Eurosport 2,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1445,12381,Dead,LALAJO / CGATES,~GO3 Sport,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1453,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 01,QQQQ.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1454,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 02,CEEEE.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1456,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 04,AAAAAQ.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1455,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 03,SSSSQQ.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1458,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 06,NNNNQQQQQQ.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1457,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 05,SSSSQQq.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1460,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 10,AAAAA.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1459,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 08,CEEEEZ.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1463,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 13,GTGTGTqQ.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1461,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 11,AAAA.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1464,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 14,GTGTGTqQQQ.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1462,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 12,GTGTGTqQQ.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1465,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 15,GTGTGTq.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1466,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 16,JOOOq.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1467,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 19,SSSSQ.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1468,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 20,SSSS.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1469,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 23,NNNNQQQQQ.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1470,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 24,NNNNQQQQ.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1472,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 26,YYYY.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1471,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 25,NNNNQQ.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1474,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 28,NNNNQQQ.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1475,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 29,NNNNQ.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1473,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 27,CACACACAQ.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1476,12381,Geoblocked,LALAJO / LIVE EVENT,LIVE EVENT 30,NNNN.m3u8,Unknown,Unknown,Unknown,,Unknown,
playlist.m3u,1479,12381,Dead,LALAJO / CIGNAL TV,Warner TV HD,dr_warnertvhd.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1480,12381,Dead,LALAJO / CIGNAL TV,DreamWorks HD,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1483,12381,Dead,LALAJO / CIGNAL TV,HITS HD,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1484,12381,Dead,LALAJO / CIGNAL TV,AXN,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1485,12381,Dead,LALAJO / CIGNAL TV,Asian Food Network,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1486,12381,Dead,LALAJO / CIGNAL TV,DreamWorks (Tagalized),index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1494,12381,Dead,LALAJO / CIGNAL TV,HGTV HD,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1492,12381,Dead,LALAJO / CIGNAL TV,Animal Planet,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1493,12381,Dead,LALAJO / CIGNAL TV,Travel Channel,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1491,12381,Dead,LALAJO / CIGNAL TV,Discovery,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1496,12381,Dead,LALAJO / CIGNAL TV,Cartoon Network,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1498,12381,Dead,LALAJO / CIGNAL TV,Nickelodeon,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1481,12381,Dead,LALAJO / CIGNAL TV,Tap Action Flix HD,index.mpd,Unknown,Unknown,Unknown,,Unknown,HTTP 404
playlist.m3u,1500,12381,Dead,LALAJO / CIGNAL TV,ABC Australia,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1487,12381,Dead,LALAJO / CIGNAL TV,Knowledge Channel,index.mpd,Unknown,Unknown,Unknown,,Unknown,HTTP 404
playlist.m3u,1503,12381,Dead,LALAJO / CIGNAL TV,Bloomberg,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1490,12381,Dead,LALAJO / CIGNAL TV,BBC EARTH HD,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1488,12381,Dead,LALAJO / CIGNAL TV,HISTORY HD,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1505,12381,Dead,LALAJO / CIGNAL TV,CNN HD,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1495,12381,Dead,LALAJO / CIGNAL TV,Fashion TV HD,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1502,12381,Dead,LALAJO / CIGNAL TV,BBC World News,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1509,12381,Dead,LALAJO / CIGNAL TV,NBA,index.mpd,Unknown,Unknown,Unknown,,Unknown,HTTP 404
playlist.m3u,1511,12381,Dead,LALAJO / CIGNAL TV,SPOTV2,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1510,12381,Dead,LALAJO / CIGNAL TV,SPOTV,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1499,12381,Dead,LALAJO / CIGNAL TV,Nick Jr,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1497,12381,Dead,LALAJO / CIGNAL TV,Moonbug Kids,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1506,12381,Dead,LALAJO / CIGNAL TV,CGTN Doc,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1478,12381,Dead,LALAJO / CIGNAL TV,Rock Action,dr_rockextreme.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1507,12381,Dead,LALAJO / CIGNAL TV,France 24,index.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1477,12381,Dead,LALAJO / CIGNAL TV,Rock Entertainment,dr_rockentertainment.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1489,12381,Dead,LALAJO / CIGNAL TV,HISTORY HD,dr_historyhd.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1501,12381,Dead,LALAJO / CIGNAL TV,Al Jazeera,index.mpd,Unknown,Unknown,Unknown,,Unknown,HTTP 404
playlist.m3u,1504,12381,Dead,LALAJO / CIGNAL TV,CNA,index.mpd,Unknown,Unknown,Unknown,,Unknown,HTTP 404
playlist.m3u,1508,12381,Dead,LALAJO / CIGNAL TV,NHK Japan,index.mpd,Unknown,Unknown,Unknown,,Unknown,HTTP 404
playlist.m3u,1482,12381,Dead,LALAJO / CIGNAL TV,Tap Movies HD,cg_tapmovies_hd1.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1450,12381,Dead,LALAJO / LIVE EVENT,NBA TV (PIXEL),.m3u8,Unknown,Unknown,Unknown,,Unknown,Connection error
playlist.m3u,1451,12381,Dead,LALAJO / LIVE EVENT,MLB TV (PIXEL),.m3u8,Unknown,Unknown,Unknown,,Unknown,Connection error
playlist.m3u,1449,12381,Dead,LALAJO / LIVE EVENT,NFL NETWORK (PIXEL),.m3u8,Unknown,Unknown,Unknown,,Unknown,Connection error
playlist.m3u,1452,12381,Dead,LALAJO / LIVE EVENT,NHL NETWORK (PIXEL),.m3u8,Unknown,Unknown,Unknown,,Unknown,Connection error
playlist.m3u,1512,12381,Alive,LALAJO / DRAGON SPORTS,ELEVEN SPORTS 1,814327,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1524,12381,Alive,LALAJO / DRAGON SPORTS,ESPN 1 NL,891520,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1525,12381,Alive,LALAJO / DRAGON SPORTS,ESPN 2 NL,891519,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1515,12381,Alive,LALAJO / DRAGON SPORTS,ELEVEN SPORTS 4,814324,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1527,12381,Alive,LALAJO / DRAGON SPORTS,ESPN 4 NL,891517,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1513,12381,Alive,LALAJO / DRAGON SPORTS,ELEVEN SPORTS 2,814326,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1526,12381,Alive,LALAJO / DRAGON SPORTS,ESPN 3 NL,891518,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1517,12381,Alive,LALAJO / DRAGON SPORTS,BEIN SPORTS 2,1178452,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1514,12381,Alive,LALAJO / DRAGON SPORTS,ELEVEN SPORTS 3,814325,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1518,12381,Alive,LALAJO / DRAGON SPORTS,BEIN SPORTS 3,1178451,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1521,12381,Alive,LALAJO / DRAGON SPORTS,BEIN SPORTS 6,1178448,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1519,12381,Alive,LALAJO / DRAGON SPORTS,BEIN SPORTS 4,1178450,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1523,12381,Alive,LALAJO / DRAGON SPORTS,BEIN SPORTS 9,1178445,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1516,12381,Alive,LALAJO / DRAGON SPORTS,BEIN SPORTS 1,1178453,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1522,12381,Alive,LALAJO / DRAGON SPORTS,BEIN SPORTS 7,1178447,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1520,12381,Alive,LALAJO / DRAGON SPORTS,BEIN SPORTS 5,1178449,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1528,12381,Alive,LALAJO / DRAGON SPORTS,FOX SPORTS 1,487776,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1531,12381,Alive,LALAJO / DRAGON SPORTS,HUB PREMIER 2,827981,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1529,12381,Alive,LALAJO / DRAGON SPORTS,FOX SPORTS 2,469343,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1532,12381,Alive,LALAJO / DRAGON SPORTS,HUB PREMIER 3,827979,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1533,12381,Alive,LALAJO / DRAGON SPORTS,HUB PREMIER 4,827978,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1539,12381,Dead,LALAJO / DRAGON SPORTS,HUB PREMIER 10,827972,Unknown,Unknown,Unknown,,Unknown,Connection timed out
playlist.m3u,1535,12381,Alive,LALAJO / DRAGON SPORTS,HUB PREMIER 6,827976,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1534,12381,Alive,LALAJO / DRAGON SPORTS,HUB PREMIER 5,827977,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1536,12381,Alive,LALAJO / DRAGON SPORTS,HUB PREMIER 7,827975,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1541,12381,Dead,LALAJO / DRAGON SPORTS,NOW SPORTS 1,livehttpplay?channel_id=13007,Unknown,Unknown,Unknown,,Unknown,Connection timed out
playlist.m3u,1540,12381,Dead,LALAJO / DRAGON SPORTS,HUB PREMIER 11,827971,Unknown,Unknown,Unknown,,Unknown,Connection timed out
playlist.m3u,1542,12381,Dead,LALAJO / DRAGON SPORTS,NOW SPORTS 2,livehttpplay?channel_id=13008,Unknown,Unknown,Unknown,,Unknown,Connection timed out
playlist.m3u,1543,12381,Dead,LALAJO / DRAGON SPORTS,NOW SPORTS 3,livehttpplay?channel_id=13009,Unknown,Unknown,Unknown,,Unknown,Connection timed out
playlist.m3u,1537,12381,Alive,LALAJO / DRAGON SPORTS,HUB PREMIER 8,827974,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1538,12381,Alive,LALAJO / DRAGON SPORTS,HUB PREMIER 9,827973,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1554,12381,Dead,LALAJO / HBO MAX,977-M3GAN 2.0,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=2addc96b-2fb5-44d1-9521-a7922103980a&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1553,12381,Dead,LALAJO / HBO MAX,976-Jurassic World Rebirth,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=2f153371-fbcf-43f9-b4d1-2621049230e6&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1555,12381,Dead,LALAJO / HBO MAX,978-Wifelike,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=ce79d007-6a30-4c82-8c09-cbee79db30b7&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1556,12381,Dead,LALAJO / HBO MAX,979-The Ruins,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=d19a2275-12b2-4423-8a3f-2a0ae7cb73bd&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1550,12381,Alive,LALAJO / DRAGON SPORTS,TNT SPORTS 3,577999,Unknown,N/A,Unknown,,Unknown,
playlist.m3u,1557,12381,Dead,LALAJO / HBO MAX,980-Anora,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=96292bec-4fb5-4a35-b1da-6b9e7f83cf99&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1558,12381,Dead,LALAJO / HBO MAX,981-No Strings Attached,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=8eaae56e-21ad-4e26-be8e-d0539fadce0d&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1564,12381,Dead,LALAJO / HBO MAX,987-Oblivion,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=bcecca31-e728-4439-86db-94a478409d97&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1563,12381,Dead,LALAJO / HBO MAX,986-Trust,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=8eeac6d3-83ad-4fc3-bdcd-c31861a630da&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1566,12381,Dead,LALAJO / HBO MAX,989-Black Bag 2025,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=207069a1-3057-46d0-b6ae-c2e3b3567df3&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1565,12381,Dead,LALAJO / HBO MAX,988-The Legend of Tarzan,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=87360973-c358-4b4f-862f-afd03ad38f17&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1559,12381,Dead,LALAJO / HBO MAX,982-Drop,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=1c54dc08-89e1-4fe3-8f8f-47f0479cd8de&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1544,12381,Dead,LALAJO / DRAGON SPORTS,NOW SPORTS 4,livehttpplay?channel_id=13010,Unknown,Unknown,Unknown,,Unknown,Connection timed out
playlist.m3u,1560,12381,Dead,LALAJO / HBO MAX,983-The Phoenician Scheme,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=165ba6b1-56dd-4132-9971-d60cd98956d8&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1545,12381,Dead,LALAJO / DRAGON SPORTS,NOW SPORTS 5,livehttpplay?channel_id=13011,Unknown,Unknown,Unknown,,Unknown,Connection timed out
playlist.m3u,1561,12381,Dead,LALAJO / HBO MAX,984-All the Devils Are Here,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=6e1e75a1-8603-4efb-910d-5abf71964383&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1568,12381,Dead,LALAJO / HBO MAX,991-Spell 2020 (Horror),get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=37a7bd63-e753-4c76-acd7-14df2dfdd081&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1562,12381,Dead,LALAJO / HBO MAX,985-The Stranger In My Home,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=8678d4da-8626-489b-855e-c337c2bdf14b&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1571,12381,Dead,LALAJO / HBO MAX,994-Final Destination 1 2000 (Horror),get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=8903cf57-b222-4b9b-b58b-2a5a6cc1588f&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1546,12381,Dead,LALAJO / DRAGON SPORTS,NOW SPORTS 6,livehttpplay?channel_id=13012,Unknown,Unknown,Unknown,,Unknown,Connection timed out
playlist.m3u,1573,12381,Dead,LALAJO / HBO MAX,996-Final Destination 3 2006 (Horror),get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=29056e15-a4c2-42aa-9241-a032fde4451c&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1569,12381,Dead,LALAJO / HBO MAX,992-Spin The Bottle 2024 (Horror),get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=f75b4af4-36f6-4050-b244-7c77ce6c96b5&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1572,12381,Dead,LALAJO / HBO MAX,995-Final Destination 2 2003 (Horror),get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=787f950b-0fe3-4a95-911d-2553f3db9a77&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1570,12381,Dead,LALAJO / HBO MAX,993-The Woman in the Yard 2025 (Horror),get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=b6874bb6-d4b8-497c-8b57-b02e2c534b99&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1574,12381,Dead,LALAJO / HBO MAX,997-Final Destination 4 2009 (Horror),get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=fb0ead35-932f-490a-85a3-c88140152a33&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1567,12381,Dead,LALAJO / HBO MAX,990-Novocaine 2025,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=81da3b31-654b-4119-a12a-57b185f77f93&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1578,12381,Dead,LALAJO / HBO MAX,Action-02-Fall Guy,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=b997fe1d-3218-44cd-bdbb-2661f279afde&sub=t6,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1579,12381,Dead,LALAJO / HBO MAX,Action-01-Run All Night,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=c5c76757-7f59-4878-9e97-73722da7c099&sub=t7,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1580,12381,Dead,LALAJO / HBO MAX,Kids-Harry Potter 1,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=16e04231-69f4-4865-8538-69407a3b7711&sub=t12,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1547,12381,Dead,LALAJO / DRAGON SPORTS,NOW SPORTS 7,802482,Unknown,Unknown,Unknown,,Unknown,Connection timed out
playlist.m3u,1581,12381,Dead,LALAJO / HBO MAX,Kids-Harry Potter 2,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=2c3a13a2-7b9e-4e98-9db5-26d7e727ec18&sub=t42,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1583,12381,Dead,LALAJO / HBO MAX,Kids-Harry Potter 4,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=f0c79c62-0e8a-420a-bbab-35ad3587b683&sub=t32,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1586,12381,Dead,LALAJO / HBO MAX,Kids-Harry Potter 7 Pt1,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=69c502cb-f393-47b3-96e5-bfe2c4cf3b65&sub=t4,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1585,12381,Dead,LALAJO / HBO MAX,Kids-Harry Potter 6,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=97214560-494d-4180-887d-cdd66664bc9e&sub=t44,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1584,12381,Dead,LALAJO / HBO MAX,Kids-Harry Potter 5,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=03a29f9d-b292-4ef8-861d-c911c0398447&sub=t30,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1587,12381,Dead,LALAJO / HBO MAX,Kids-Harry Potter 7 Pt2,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=9b9d9055-3638-468b-9889-096b22566f7b&sub=t32,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1576,12381,Dead,LALAJO / HBO MAX,999-Final Destination Bloodlines 2025 (Horror),get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=18b140b1-220c-4a45-b784-ffffa0293ff8&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1588,12381,Dead,LALAJO / HBO MAX,Action-Khunpan 3,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=08adb58b-b75a-42fe-bccb-41c27f622686&sub=t6,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1589,12381,Dead,LALAJO / HBO MAX,Action-The Grant Heist,get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=3cd8bb4c-a585-4661-bde7-e312cb938008&sub=t0,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
playlist.m3u,1575,12381,Dead,LALAJO / HBO MAX,998-Final Destination 5 2011 (Horror),get_max.mpd?username=vip_3klp0es8&password=wg3piwEs&editId=47667ba9-6ded-44b9-8514-66c3637621cf&sub=t2,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
